CURR_AGE,GENDER,ANN_INCOME,PURCHASE
35,1,298962.0,1
62,0,448784.0,1
36,1,127693.0,0
36,0,332469.3333333333,1
54,0,365240.0,0
28,0,190741.33333333334,1
37,1,220532.0,1
48,1,235758.0,1
27,1,111599.0,0
50,1,691250.6666666666,1
45,1,231601.0,1
59,1,197560.0,0
39,1,383323.0,1
54,1,729200.0,0
63,1,717813.0,1
60,0,198973.33333333334,1
37,1,256912.0,0
54,1,278718.0,0
57,1,404019.0,1
54,0,420885.3333333333,1
47,1,481262.0,0
56,1,166714.0,1
35,0,344474.3333333334,1
65,0,413520.0,1
42,0,270120.0,0
25,0,265192.0,1
54,1,789750.0,1
35,1,157242.0,1
41,0,750885.3333333334,1
53,1,208949.0,1
31,0,319837.3333333333,1
36,1,407746.0,0
65,1,450194.0,1
36,1,419273.0,0
48,0,718402.6666666666,1
42,1,356201.0,0
56,1,618166.0,1
25,1,104161.0,1
45,0,402458.6666666667,0
41,1,229318.0,0
34,1,283684.0,1
25,1,150677.0,0
30,0,348693.3333333333,0
34,1,188576.0,1
65,0,184410.66666666666,1
56,0,332405.3333333333,0
65,1,691567.0,0
30,1,164062.0,0
30,1,150185.0,1
50,1,322934.0,1
41,1,159430.0,0
31,1,296716.0,0
50,1,395500.0,0
29,0,361421.6666666666,1
38,1,249822.0,1
55,0,471232.0,1
51,0,162962.66666666666,1
38,1,431583.0,1
44,0,303336.0,0
62,0,277144.0,0
28,1,125558.0,1
37,0,317898.6666666667,0
41,1,433687.0,1
33,1,141598.0,0
41,0,441746.6666666667,1
52,1,705075.0,0
48,1,764693.3333333334,1
64,1,505792.0,1
48,0,320928.0,1
39,0,346450.6666666667,1
57,0,374461.3333333333,1
48,0,677688.0,1
45,1,709050.6666666666,1
64,0,433200.0,0
27,0,446760.0,1
35,0,312866.6666666667,0
48,1,335251.0,1
25,1,260387.0,0
54,0,480954.6666666667,1
45,1,400609.0,0
49,0,481144.0,1
32,1,288746.0,1
51,0,307688.0,1
41,1,448335.0,1
41,1,207748.0,1
35,1,238881.0,1
42,1,118632.0,1
63,0,361288.0,1
37,1,189559.0,1
55,1,85886.0,0
39,1,420255.0,1
54,1,105442.0,0
65,1,498338.0,1
25,0,310880.0,1
38,0,426152.0,1
30,0,316477.0,0
54,0,499696.0,0
49,1,499195.0,1
32,1,253855.0,1
45,1,462234.0,1
62,1,748426.0,1
64,0,272813.3333333333,0
33,1,102716.0,0
35,1,231568.0,1
56,0,298986.6666666667,0
37,1,386924.0,1
28,1,119854.0,0
56,0,380392.0,1
42,1,161755.0,0
56,1,763342.0,0
50,1,265169.0,0
47,0,268149.3333333333,1
35,0,449118.0,1
60,1,549787.0,1
37,1,417081.0,1
60,0,457453.3333333333,1
44,1,201284.0,1
36,1,265210.0,0
46,1,292760.0,0
43,1,453998.0,1
58,0,394485.3333333333,0
32,0,368507.0,1
29,1,259851.0,1
62,0,249050.66666666666,1
46,1,610978.6666666666,0
39,1,588709.3333333334,1
50,1,192546.0,0
25,1,263386.0,1
27,0,349324.6666666666,1
33,1,253579.0,1
28,0,204421.33333333334,0
28,0,365793.6666666666,1
64,0,486253.3333333333,1
52,1,634048.0,1
58,0,501586.6666666667,1
60,0,456560.0,0
34,0,343090.0,0
49,1,346155.0,1
27,0,155722.66666666666,0
50,1,372723.0,0
43,1,756461.3333333334,1
40,1,418851.0,1
30,0,163432.0,0
29,0,449620.3333333334,1
45,1,640981.3333333334,0
52,1,682925.0,1
59,1,340153.0,1
43,1,248158.0,1
32,1,219024.0,1
33,0,417712.0,0
31,1,209128.0,1
52,0,387160.0,0
51,1,161206.0,0
35,1,296344.0,1
59,1,165362.0,0
52,0,110522.66666666667,0
61,0,170456.0,0
35,1,125031.0,1
46,1,413057.0,1
35,1,279442.0,1
33,1,204742.0,0
58,1,106818.0,0
53,1,799380.0,0
27,0,354562.6666666667,1
56,0,80122.66666666667,1
39,1,121020.0,1
55,0,243714.66666666666,0
37,1,103477.0,0
51,1,228547.0,1
62,1,572908.0,1
27,0,341288.0,1
64,1,494465.0,1
45,0,454149.3333333333,1
63,1,738166.0,1
58,0,249504.0,1
39,1,479868.0,1
37,1,165556.0,0
37,0,375352.0,0
42,1,164013.0,0
37,0,310808.0,1
37,1,682994.6666666666,1
59,0,309538.6666666667,0
44,1,580738.6666666666,1
51,1,499255.0,1
28,1,263758.0,1
44,1,476595.0,0
27,1,258825.0,1
41,1,369313.0,1
54,1,394301.0,1
53,1,562812.0,1
63,0,302002.6666666667,1
62,1,389469.0,1
59,0,363261.3333333333,0
31,1,149216.0,0
61,1,781718.0,1
50,1,415806.0,1
44,1,405028.0,1
49,1,101926.0,0
37,1,226110.0,1
47,1,259059.0,0
51,1,630233.0,1
43,1,429091.0,0
52,0,293714.6666666667,0
65,1,718803.0,0
38,0,725032.0,0
30,1,253959.0,0
60,1,241227.0,1
36,1,339057.0,1
33,0,432040.0,1
60,1,496732.0,0
62,1,576657.0,1
30,1,255044.0,0
65,0,407810.6666666667,1
64,1,637314.0,1
50,1,130922.0,1
34,0,423997.3333333333,0
26,1,102737.0,1
39,0,345376.0,0
63,0,496565.3333333333,1
38,0,441669.3333333333,0
58,1,558157.0,1
50,0,404560.0,1
51,1,305297.0,0
53,1,195879.0,0
25,0,422035.6666666666,1
45,0,292728.0,0
32,1,263025.0,0
34,0,453405.0,1
49,1,329086.0,0
50,1,710816.0,0
43,1,785136.0,0
32,1,186540.0,1
48,1,191645.0,0
56,1,383008.0,1
39,0,672637.3333333334,1
30,0,275805.3333333333,0
25,1,236951.0,1
43,1,181138.0,0
31,0,275357.3333333333,1
54,0,495392.0,0
46,1,170735.0,0
51,1,372876.0,1
56,0,340386.6666666667,1
51,0,318434.6666666667,1
57,0,165784.0,1
58,0,433389.3333333333,1
42,1,120249.0,0
35,0,224962.66666666666,1
55,1,421682.0,1
40,1,137524.0,0
39,0,327410.6666666667,1
43,1,310701.0,1
65,1,266516.0,1
65,0,136760.0,0
31,1,222845.0,1
52,0,194242.66666666666,0
40,1,406563.0,0
32,0,493024.0,0
31,1,273784.0,1
64,0,455093.3333333333,1
52,1,187708.0,1
44,0,523925.3333333333,1
33,1,131998.0,0
51,1,415133.0,1
37,1,742928.0,0
57,1,218495.0,1
43,1,284785.0,1
56,1,416517.0,0
28,1,270155.0,0
37,1,451421.0,1
30,0,249538.66666666666,0
42,1,721050.6666666666,1
45,1,431754.0,1
33,1,250896.0,1
58,0,441021.3333333333,1
48,1,431028.0,0
47,1,355788.0,1
54,1,285278.0,1
62,0,371333.3333333333,1
41,0,349088.0,1
31,1,160490.0,0
47,0,299634.6666666667,1
61,0,118928.0,0
62,0,155749.33333333334,0
60,0,293712.0,0
63,1,334710.0,0
51,0,422640.0,1
54,0,122808.0,0
62,0,161898.66666666666,0
35,1,180752.0,1
34,1,278295.0,0
61,0,282021.3333333333,0
36,1,423434.0,1
41,1,257495.0,0
30,1,260338.0,1
47,1,443612.0,1
58,1,375081.0,1
48,0,485101.3333333333,1
53,0,327778.6666666667,1
37,0,693080.0,0
62,0,394133.3333333333,0
43,1,641077.3333333334,1
33,0,431982.0,1
31,1,247758.0,1
29,1,269016.0,1
64,0,508466.6666666667,0
35,1,210812.0,1
56,1,475342.0,1
59,0,326186.6666666667,1
34,0,396380.6666666666,0
60,0,317472.0,1
29,0,405216.0,1
47,1,283208.0,1
28,0,491277.3333333333,1
50,1,486172.0,1
33,0,420952.0,0
33,1,224539.0,0
30,0,406768.6666666666,1
36,1,478927.0,1
45,1,392979.0,0
45,1,459756.0,0
65,1,582084.0,0
27,0,174837.33333333334,1
43,1,288002.0,1
47,1,345574.0,0
60,0,337104.0,1
35,1,299060.0,1
27,0,247749.33333333334,1
45,0,309562.6666666667,0
50,1,229876.0,0
57,1,224758.0,1
63,0,380738.6666666667,1
47,0,435928.0,0
60,0,126074.66666666667,1
48,1,734146.6666666666,1
41,1,174741.0,1
31,0,196701.33333333334,1
40,0,315653.3333333333,1
52,0,111168.0,0
39,0,366770.6666666667,1
44,1,514688.0,0
64,0,135197.33333333334,1
61,1,187480.0,1
34,0,318856.0,0
65,1,178294.0,1
46,1,696096.0,1
50,1,444794.0,1
57,1,247647.0,1
52,1,148677.0,0
40,1,454618.0,1
62,1,112689.0,0
42,1,206112.0,1
46,1,221739.0,0
55,1,466641.0,0
31,1,211278.0,1
46,1,107979.0,0
47,1,621466.6666666666,1
64,1,140254.0,0
29,0,452741.3333333333,0
26,1,277253.0,0
60,1,332937.0,0
46,0,359040.0,0
36,1,285313.0,0
47,1,445457.0,0
35,0,194805.33333333334,0
52,1,614045.0,1
37,0,740834.6666666666,0
53,1,72574.0,0
30,1,181262.0,0
43,0,474000.0,0
47,1,396799.0,0
34,1,249655.0,1
54,0,369181.3333333333,1
46,0,562997.3333333334,1
60,1,765186.0,1
61,0,469698.6666666667,1
53,1,498770.0,1
57,0,325282.6666666667,1
61,1,184865.0,0
38,1,356892.0,0
43,0,402408.0,1
32,0,322732.0,1
33,0,467520.0,1
39,0,690280.0,0
35,0,312642.6666666667,1
41,1,347746.0,0
38,1,145727.0,1
36,1,272427.0,1
35,1,143759.0,1
52,1,511949.0,1
26,0,457207.0,1
37,1,321410.0,1
44,0,320186.6666666667,1
36,0,346757.3333333333,1
28,0,426988.6666666666,1
58,0,255597.33333333334,0
55,0,239866.66666666666,1
43,0,436485.3333333333,1
39,1,302325.0,0
62,0,149418.66666666666,0
28,1,295221.0,0
26,1,106329.0,0
53,0,91952.0,0
32,1,155411.0,1
36,1,317579.0,1
63,1,606653.0,0
57,1,366623.0,0
28,1,284010.0,1
46,1,165217.0,0
35,1,196450.0,1
65,1,500726.0,1
60,1,263331.0,1
48,1,390314.0,1
65,0,212082.66666666666,0
42,1,363907.0,1
44,1,201039.0,1
43,1,271677.0,1
63,1,466437.0,1
28,1,150498.0,1
45,1,255924.0,1
44,1,611938.6666666666,0
45,0,297749.3333333333,0
28,0,458266.6666666667,0
42,1,226258.0,0
50,1,725250.6666666666,1
30,0,371160.0,1
47,0,276477.3333333333,1
49,1,745221.3333333334,1
63,1,686687.0,1
56,1,792073.0,1
36,0,343941.3333333333,1
54,1,755993.0,0
41,0,474136.0,0
56,0,172053.33333333334,1
47,1,110967.0,0
27,0,405776.0,1
50,1,269953.0,1
58,1,572999.0,1
40,0,445485.3333333333,1
56,1,595108.0,1
55,0,473536.0,0
52,0,262413.3333333333,0
39,1,213910.0,1
52,0,464714.6666666667,0
27,0,433826.6666666667,1
32,0,300178.0,1
26,0,399909.3333333333,1
28,1,104100.0,0
52,0,355424.0,1
26,1,124040.0,0
51,1,72881.0,0
39,0,718882.6666666666,1
33,0,378734.3333333334,1
60,0,478408.0,0
56,0,362184.0,1
36,0,763322.6666666666,1
46,1,548424.0,0
55,0,252245.33333333334,0
38,1,277184.0,1
53,0,390749.3333333333,1
30,1,284683.0,0
47,1,201385.0,1
45,0,478608.0,0
31,1,137323.0,0
39,1,606914.6666666666,1
30,1,218109.0,0
37,0,453472.0,0
34,1,280369.0,1
45,1,144274.0,1
50,1,336081.0,1
43,1,167351.0,1
29,0,246122.66666666666,0
40,1,517450.6666666667,1
59,1,296077.0,1
43,1,449596.0,1
59,1,110292.0,0
44,1,693037.3333333334,1
35,0,293400.0,0
42,1,244090.0,1
44,0,629792.0,0
44,1,492610.0,0
40,0,479176.0,0
27,0,136752.0,0
49,1,187236.0,1
30,0,209282.66666666666,1
61,0,399122.6666666667,1
50,1,173893.0,0
50,1,291957.0,0
59,1,686808.0,0
30,0,458134.6666666666,1
43,0,349789.3333333333,0
62,0,95258.66666666667,0
62,1,325982.0,0
31,1,155290.0,0
45,1,354555.0,1
48,1,285017.0,1
38,1,446132.0,1
26,0,353755.6666666666,1
43,1,595688.0,1
44,0,299648.0,1
59,1,345682.0,0
65,0,459848.0,0
49,1,637688.0,1
52,1,517823.0,1
58,0,182490.66666666666,0
43,0,744544.0,0
52,1,606826.0,1
59,0,476722.6666666667,0
44,1,213119.0,1
37,0,753824.0,0
53,1,571953.0,1
45,1,196726.0,1
48,1,155300.0,1
65,1,274181.0,1
32,1,181498.0,1
33,1,207445.0,1
51,0,333610.6666666667,1
45,0,705168.0,1
52,0,469392.0,1
27,0,203992.0,1
60,0,169474.66666666666,0
39,1,196618.0,0
53,0,349605.3333333333,0
33,1,229165.0,0
34,0,320994.0,0
42,1,660312.0,1
42,0,445365.3333333333,0
47,1,349025.0,1
55,1,152810.0,0
29,1,265290.0,1
47,1,234786.0,1
31,0,227802.66666666666,1
54,1,265265.0,0
26,0,258005.33333333334,1
52,1,761732.0,1
65,1,423100.0,0
31,1,211104.0,0
55,1,527015.0,0
61,0,441765.3333333333,0
36,0,585152.0,1
58,1,93457.0,0
50,1,242393.0,0
55,1,515767.0,0
45,0,415698.6666666667,0
27,0,423760.0,1
60,0,192640.0,1
25,1,241723.0,1
52,1,357336.0,0
46,0,463077.3333333333,1
33,0,335082.6666666667,1
63,0,299853.3333333333,1
44,0,301181.3333333333,1
36,0,627896.0,1
37,1,408721.0,1
46,1,664978.6666666666,1
34,0,326401.3333333334,1
25,1,272959.0,0
44,1,367510.0,0
47,0,550162.6666666666,0
62,1,778477.0,1
46,1,166339.0,1
42,1,265059.0,1
38,0,315456.0,1
62,1,116250.0,0
27,0,429581.3333333333,1
33,1,267006.0,0
62,0,360261.3333333333,1
29,1,153450.0,1
30,1,102011.0,0
31,1,292588.0,1
33,0,244922.66666666666,1
33,1,246695.0,1
62,1,191994.0,0
52,1,572573.0,0
61,0,481664.0,1
43,1,517520.0,1
62,1,473088.0,1
32,0,415547.6666666666,1
53,1,226616.0,0
36,1,308481.0,1
50,0,443904.0,1
57,1,662669.0,0
26,0,387330.6666666667,0
42,1,444124.0,0
49,1,695786.6666666666,1
55,0,165456.0,1
48,1,367553.0,1
33,1,268413.0,1
29,1,246339.0,1
60,0,91637.33333333333,1
35,1,266492.0,1
50,1,235180.0,1
43,0,798442.6666666666,1
49,1,285037.0,1
45,1,279209.0,0
45,1,706293.3333333334,1
35,0,360354.6666666667,1
29,1,112654.0,0
52,0,147277.33333333334,0
31,0,472173.3333333333,1
54,0,183821.33333333334,0
30,0,379465.0,1
59,0,121661.33333333333,0
62,1,526074.0,0
46,1,304107.0,1
54,0,160986.66666666666,0
56,1,767516.0,1
43,1,461364.0,1
55,0,497805.3333333333,1
37,1,194390.0,1
45,1,293711.0,1
62,0,135717.33333333334,0
58,1,711836.0,1
58,0,278277.3333333333,0
25,1,223793.0,0
60,0,200162.66666666666,0
30,0,272181.3333333333,1
30,0,183544.0,1
54,1,467122.0,0
56,1,666210.0,0
32,1,188516.0,1
59,1,222095.0,1
59,1,409370.0,0
59,1,752808.0,0
49,1,368987.0,0
51,1,786090.0,0
46,1,174888.0,0
25,0,190120.0,1
61,0,240013.33333333334,0
27,1,294357.0,0
32,0,165701.33333333334,0
51,0,429837.3333333333,1
55,1,125502.0,0
52,0,295008.0,0
55,0,320666.6666666667,0
63,0,191437.33333333334,0
55,0,497760.0,0
48,0,338874.6666666667,0
44,1,277309.0,0
55,1,134233.0,0
52,0,352448.0,0
28,0,239754.66666666666,0
45,1,169529.0,0
32,0,461936.0,0
64,1,660619.0,1
59,0,455109.3333333333,1
39,1,321431.0,1
50,0,283528.0,1
45,0,456589.3333333333,0
44,0,421778.6666666667,1
33,1,230991.0,1
35,0,359460.0,0
25,1,189294.0,1
44,1,280143.0,0
62,0,153506.66666666666,1
30,1,156902.0,0
40,1,284745.0,0
48,0,406245.3333333333,1
62,1,476107.0,1
39,1,176462.0,1
60,1,682543.0,1
42,0,411424.0,1
45,0,753933.3333333334,1
60,1,228575.0,0
42,1,754232.0,1
41,0,741325.3333333334,1
56,1,266020.0,1
30,1,110934.0,0
60,0,522672.0,0
53,1,683720.0,0
45,0,589189.3333333334,0
31,1,177403.0,1
52,0,488986.6666666667,0
27,1,161281.0,1
47,0,638509.3333333334,0
63,0,191560.0,0
63,1,510989.0,0
44,0,341885.3333333333,1
62,1,635395.0,1
60,0,460696.0,0
59,0,184394.66666666666,1
47,1,522757.3333333333,0
25,0,360202.6666666667,1
29,1,175471.0,1
51,0,137570.66666666666,0
27,1,239137.0,1
51,0,308112.0,1
31,0,422922.0,1
43,1,625856.0,1
56,0,474330.6666666667,1
41,0,576429.3333333334,0
35,1,178605.0,1
33,1,296352.0,0
62,1,364363.0,1
50,0,338970.6666666667,0
34,1,166054.0,1
54,0,455770.6666666667,1
56,1,646924.0,1
56,1,776604.0,0
53,1,648829.0,1
44,1,658432.0,0
51,1,499269.0,0
31,1,251163.0,0
47,1,681352.0,0
54,1,221946.0,1
49,0,404730.6666666667,1
50,0,463645.3333333333,0
57,0,184541.33333333334,1
62,0,365397.3333333333,1
32,1,267393.0,1
43,1,239331.0,0
28,1,136987.0,0
62,0,263245.3333333333,0
35,0,295521.0,0
62,0,156866.66666666666,1
42,0,326344.0,0
31,1,280879.0,0
29,0,343251.0,1
59,0,368085.3333333333,0
31,1,265563.0,1
65,0,289373.3333333333,0
59,0,466496.0,1
56,0,101074.66666666667,0
40,1,300080.0,0
45,0,447029.3333333333,1
52,1,601075.0,1
44,0,269322.6666666667,0
58,1,504117.0,1
29,1,173944.0,0
40,1,798418.6666666666,1
48,0,751394.6666666666,0
38,1,708994.6666666666,1
28,0,254650.66666666666,1
37,1,133457.0,0
41,1,417138.0,0
63,1,382641.0,1
27,1,141566.0,0
60,0,257317.33333333334,1
59,1,775407.0,1
27,0,303891.6666666667,1
34,1,175627.0,0
56,0,276000.0,0
56,0,321965.3333333333,1
29,1,163702.0,1
45,1,137571.0,0
31,0,388162.6666666666,1
30,1,116154.0,0
46,0,319720.0,0
48,1,730536.0,1
35,1,241265.0,1
35,0,455096.3333333334,1
48,1,294294.0,0
33,1,283266.0,0
43,0,399864.0,1
38,1,105886.0,0
39,1,348210.0,1
30,0,291498.6666666667,0
32,0,249861.33333333334,1
42,1,168246.0,1
47,1,124092.0,1
31,0,324714.6666666667,1
57,0,174221.33333333334,0
63,0,454096.0,1
30,0,365389.3333333333,1
48,1,177884.0,0
60,0,346744.0,1
33,0,199597.33333333334,0
50,0,400621.3333333333,0
38,1,777432.0,1
48,1,495714.0,1
50,0,436984.0,1
46,1,106567.0,0
63,0,178074.66666666666,1
55,1,377368.0,1
29,0,417077.3333333333,0
63,1,325321.0,1
40,0,540170.6666666666,1
44,1,643330.6666666666,0
62,0,315349.3333333333,1
53,0,359453.3333333333,0
51,0,101509.33333333333,0
53,1,794235.0,1
54,1,435421.0,1
54,0,101320.0,0
49,1,797424.0,0
64,1,112258.0,0
46,1,254537.0,1
62,0,131477.33333333334,0
42,1,349524.0,1
59,0,172418.66666666666,1
58,0,466994.6666666667,0
62,0,105829.33333333333,0
25,0,365298.6666666667,0
42,0,288370.6666666667,1
51,0,264544.0,0
54,0,289445.3333333333,0
34,0,455697.0,1
51,0,422181.3333333333,0
46,1,135244.0,0
59,1,440769.0,1
63,0,140416.0,0
64,0,297456.0,0
49,0,285306.6666666667,1
45,1,659418.6666666666,1
33,0,388210.6666666667,1
31,1,231703.0,1
28,1,191106.0,0
63,0,252949.33333333334,1
43,0,400829.3333333333,0
60,1,331921.0,0
51,1,550860.0,0
34,0,427557.3333333333,1
55,1,749374.0,1
65,1,765637.0,1
48,1,437480.0,1
34,0,443813.3333333333,1
57,1,73341.0,0
25,1,263817.0,1
30,0,360600.0,0
25,0,298968.0,1
35,1,109635.0,0
43,1,152186.0,0
33,1,158917.0,1
64,1,187049.0,1
33,1,114599.0,0
29,1,160502.0,1
29,0,199794.66666666666,0
38,1,395633.0,0
50,1,173075.0,1
26,0,398532.3333333334,0
48,1,444626.0,0
38,0,666848.0,1
58,1,345475.0,1
61,1,286151.0,0
48,1,266826.0,0
41,1,153337.0,1
46,0,748493.3333333334,1
27,0,437000.0,1
56,0,394696.0,1
58,0,443210.6666666667,1
56,0,504960.0,1
25,1,290257.0,0
53,1,513590.0,1
30,1,225049.0,1
63,1,431920.0,1
38,1,265162.0,1
62,0,116386.66666666667,0
25,1,276861.0,0
64,0,223957.33333333334,1
62,1,310194.0,1
33,0,485938.6666666667,1
60,1,690646.0,1
49,0,567954.6666666666,1
56,1,509873.0,1
42,1,233945.0,0
41,0,446840.0,1
47,1,175781.0,0
35,1,139080.0,0
41,1,722362.6666666666,1
55,1,119319.0,0
52,0,247192.0,1
59,0,173770.66666666666,1
48,1,186124.0,1
57,0,457133.3333333333,1
44,0,580410.6666666666,1
56,1,202245.0,1
49,0,612712.0,1
54,0,302858.6666666667,1
26,0,221221.33333333334,1
27,0,341746.6666666667,0
45,1,324939.0,0
40,0,724986.6666666666,0
32,1,187132.0,0
41,1,356060.0,1
45,1,102916.0,0
59,0,318069.3333333333,1
45,1,439153.0,1
36,0,661429.3333333334,1
41,0,745640.0,1
46,0,762562.6666666666,0
61,0,163666.66666666666,1
37,0,767648.0,0
25,1,189660.0,1
65,1,243242.0,1
28,1,229667.0,0
60,0,446370.6666666667,1
35,0,460458.6666666667,0
29,1,178687.0,1
39,0,565429.3333333334,1
57,1,524361.0,1
36,0,641101.3333333334,1
58,1,357864.0,1
55,0,278296.0,1
48,1,245943.0,1
63,0,262146.6666666667,1
60,1,597847.0,1
31,1,178869.0,1
57,1,435033.0,1
57,0,395381.3333333333,0
62,0,172080.0,1
40,1,143579.0,0
43,1,437758.0,1
51,1,517391.0,1
33,0,331869.0,0
39,1,589669.3333333334,1
57,0,124525.33333333333,0
44,1,221127.0,0
40,1,103024.0,0
59,1,374204.0,0
44,1,486194.0,1
52,1,786813.0,1
41,0,344130.6666666667,0
47,0,732733.3333333334,1
37,0,517309.3333333333,1
55,0,222992.0,0
29,1,107195.0,0
65,0,475173.3333333333,1
36,1,270577.0,1
63,1,181634.0,0
36,0,558269.3333333334,1
54,0,415970.6666666667,1
40,0,740293.3333333334,1
30,0,385909.3333333333,0
54,0,482794.6666666667,1
62,0,405725.3333333333,1
61,1,363666.0,0
60,1,175476.0,1
38,1,703744.0,1
62,0,347562.6666666667,0
33,1,179403.0,0
46,1,798957.3333333334,1
56,0,166688.0,1
33,0,468386.6666666667,0
49,1,123313.0,0
50,0,624736.0,0
55,0,356442.6666666667,1
56,0,406082.6666666667,1
47,0,496656.0,1
52,1,384171.0,1
27,0,331066.6666666667,1
30,1,233533.0,1
40,0,290997.3333333333,0
52,0,137970.66666666666,0
65,1,682297.0,1
42,0,799008.0,1
32,1,214362.0,1
56,0,493354.6666666667,0
62,1,268567.0,0
45,0,266986.6666666667,1
39,1,615133.3333333334,0
54,0,341162.6666666667,1
38,1,334781.0,0
37,1,323648.0,0
43,1,396584.0,1
44,1,304074.0,1
58,1,421923.0,1
53,0,480202.6666666667,1
33,0,367079.0,0
42,1,117873.0,0
28,0,195008.0,0
37,1,360711.0,1
52,1,656180.0,1
59,1,493755.0,0
28,0,156253.33333333334,1
56,1,349087.0,1
30,0,267114.6666666667,1
62,1,360460.0,0
64,1,157568.0,1
47,1,407291.0,1
32,0,309365.3333333333,1
39,1,608405.3333333334,1
32,1,201867.0,1
65,1,348860.0,0
36,1,666653.3333333334,1
61,1,236164.0,0
43,0,292877.3333333333,0
48,0,426141.3333333333,0
38,0,429680.0,1
55,0,429408.0,1
59,1,493250.0,0
42,1,247433.0,1
29,1,180287.0,0
65,0,183469.33333333334,0
50,1,497171.0,0
39,1,486622.0,0
46,0,431077.3333333333,0
53,1,345574.0,1
39,0,277933.3333333333,0
65,1,755201.0,0
48,1,247392.0,0
45,1,178462.0,0
49,1,697917.3333333334,1
58,0,318557.3333333333,1
34,1,278792.0,1
46,0,667133.3333333334,1
52,0,375490.6666666667,1
52,1,301426.0,0
43,1,143345.0,1
63,1,554346.0,1
33,0,318914.6666666667,1
64,0,138634.66666666666,0
32,1,131840.0,0
43,0,404901.3333333333,1
47,1,652160.0,1
42,1,396127.0,0
62,0,342162.6666666667,0
36,1,101281.0,0
65,1,325193.0,1
44,0,356701.3333333333,0
61,1,85459.0,0
27,1,188250.0,0
46,1,604965.3333333334,0
25,0,369786.0,1
44,1,324764.0,1
45,0,771429.3333333334,0
28,0,375352.0,1
36,1,518386.6666666667,0
27,1,177394.0,1
51,1,380838.0,1
49,1,131718.0,1
59,0,274536.0,1
62,1,727981.0,0
38,0,609496.0,1
32,0,483925.3333333333,1
61,0,510856.0,1
61,1,248121.0,1
62,0,134325.33333333334,0
46,1,616794.6666666666,1
62,1,142520.0,0
55,0,427346.6666666667,1
50,1,263012.0,0
30,1,248931.0,0
50,1,669077.3333333334,1
51,1,298029.0,1
65,0,85648.0,0
50,1,524285.3333333333,0
52,0,303189.3333333333,0
38,0,433528.0,0
65,1,76448.0,0
31,0,396106.6666666667,0
28,0,189317.33333333334,1
60,1,399433.0,0
49,1,321142.0,1
35,0,412034.6666666667,1
26,0,372608.3333333334,0
61,1,676912.0,1
41,1,318508.0,1
65,0,114056.0,0
33,1,105331.0,0
55,0,377565.3333333333,0
42,1,139971.0,0
64,0,529154.6666666666,1
48,0,284866.6666666667,1
27,0,294623.3333333333,0
65,0,392578.6666666667,0
62,0,488301.3333333333,1
31,0,191765.33333333334,0
33,1,178301.0,0
58,1,763068.0,1
42,1,117227.0,0
48,1,633176.0,1
55,0,321789.3333333333,1
43,0,519208.0,1
48,1,733648.0,1
47,1,145412.0,0
62,0,324925.3333333333,1
42,1,206955.0,0
36,1,323400.0,0
50,1,423823.0,0
49,1,528765.3333333334,1
30,1,183490.0,1
42,1,418767.0,1
64,1,735987.0,1
58,0,392373.3333333333,0
62,1,101830.0,0
44,1,360267.0,1
50,1,213995.0,1
54,0,500781.3333333333,1
56,1,297907.0,0
42,1,351191.0,1
41,1,385288.0,0
57,0,320650.6666666667,1
55,0,412704.0,0
41,0,765546.6666666666,0
51,1,744646.0,1
31,1,200426.0,1
65,0,122016.0,0
42,1,149303.0,0
44,1,344234.0,1
26,1,164519.0,0
51,1,338904.0,1
58,1,172551.0,0
39,0,747413.3333333334,1
51,0,508266.6666666667,1
27,1,239764.0,0
64,0,412277.3333333333,0
65,0,150845.33333333334,0
41,1,567962.6666666666,1
27,0,410366.0,1
61,1,361604.0,1
46,0,583613.3333333334,0
49,1,193708.0,0
45,0,348309.3333333333,1
41,1,181260.0,1
57,1,70467.0,0
28,1,165700.0,0
32,0,492472.0,0
60,0,519901.3333333333,1
39,1,696848.0,0
46,1,253374.0,1
26,0,361542.6666666666,0
48,1,176965.0,1
46,1,309807.0,1
49,0,487098.6666666667,0
63,1,524001.0,0
44,1,680733.3333333334,1
33,0,153197.33333333334,1
38,0,358821.3333333333,0
27,0,383071.0,1
38,1,366843.0,1
41,1,455207.0,0
27,1,167064.0,1
62,0,339362.6666666667,0
63,1,732683.0,1
39,1,327292.0,1
62,0,225573.33333333334,1
31,0,379173.3333333333,1
46,1,248791.0,0
34,1,147604.0,0
31,0,441066.0,0
45,1,378209.0,0
40,1,180761.0,1
28,0,315176.0,1
62,0,110144.0,0
26,1,109219.0,0
46,1,131852.0,1
48,0,470440.0,1
43,1,135270.0,0
42,1,286437.0,0
50,1,711618.6666666666,0
39,1,369132.0,0
55,0,289832.0,1
55,0,211269.33333333334,0
62,0,325837.3333333333,1
34,1,271959.0,1
48,1,228971.0,1
30,1,224937.0,1
41,1,306308.0,1
27,0,134146.66666666666,0
35,0,309144.0,0
41,0,445378.6666666667,0
47,1,399133.0,0
49,1,741008.0,1
26,0,298735.0,1
47,1,588242.6666666666,1
45,0,486258.6666666667,1
44,1,202770.0,0
41,1,305443.0,0
29,0,396746.6666666666,1
29,0,190704.0,1
34,0,476397.3333333333,0
58,0,323714.6666666667,0
63,0,528104.0,1
45,1,655176.0,1
61,0,175968.0,0
45,1,442075.0,0
34,1,179310.0,1
